doc_id,text,doc_date
138,"Elítélnék a kommunizmus rémtetteit
 G y ö r g y  Z s o m b o r ___________________
A kommunista diktatúrák által
elkövetett jogsértéseket elítélő
határozatról szavaznak holnap az
Európa Tanács parlamenti közgyű­
lésén. A tegnap kezdődött és pénte­
kig tartó strasbourgi ülésszak har­
madik napján döntésre bocsátandó
tervezetet a testület illetékes bizott­
sága már jóváhagyta.
A dokumentum szövege szerint
a „Közép- és Kelet-Európábán ural­
kodott, illetve a világ egyes országa­
iban jelenleg is hatalmon lévő totali­
tárius kommunista rezsimek kivétel
nélkül mind súlyosan megsértették
az emberi jogokat. A társadalom is­
meretei e tekintetben mégis rendkí­
vül szegényesek”. Éppen ezért (a
tervezet szerint) „az Európa Tanács
határozottan elítéli az emberi jogok
megsértését, s arra hívja fel a tagor­
szágaiban működő összes kommu­
nista és posztkommunista pártot,
hogy gondolják át saját múltjukat,
az elkövetett bűnöket pedig maguk
is egyértelműen ítéljék el”. A Mi­
niszterek Tanácsa emellett sürgeti
független szakértőkből álló bizott­
ság felállítását azzal a céllal, hogy
összegyűjtsék és feldolgozzák a dik­
tatúrák alatti jogsértések eseteit.
[E m l é k n a p o t . . .] Folytatás a 9. oldalon >",2006-01-17
139,Megalapozatlanok voltak a légi mentést végző cég elleni vádak - véli az ügyészség.,2006-01-18
140,Nem teljesültek a fő adóbevételek tavaly; az idei hiány 45 százaléka tavasszal meglesz.,2006-01-18
141,"A művészek sérelmezik, hogy szállodáztatásba kezdett a Szigligeti Alkotóház.",2006-01-18
142,"Csőtörés a könyvtárban
Mintegy nyolcmillió forintos kár
érte az Országos Széchényi
Könyvtárat, mert egy nem
használt vízvezeték megrepedt
és több ezer dokumentum el­
ázott. Monok István főigazga- .
tó elmondta: a csőtörés még
január 8-án történt, melyben
2500 könyv és 1200 kötegnyi
hírlap sérült meg. A dokumen­
tumok a muzeális raktár állo­
mányába tartoztak. (MTI)",2006-01-18
143,"A fattyú neve: Nomentana
Gyurcsány Ferenc nem  létező cégből valóságos birodalm at épített • A  ko rm á n yfő m egtévesztő eljárása
_  M u n k a t á r s a in k t ó l
A Magyar Nemzet olyan nyil­
vános, hivatalos dokumentu­
mokhoz jutott hozzá, amelyek
megdöbbentő titkokról lebbentik
fel a fátylat G y u r c s á n y F e r e n c üzle­
ti karrierjének kezdeti, azt meg­
alapozó időszakából. Ezen tények
ismeretében az olvasó betekintést
nyerhet a miniszterelnök tőke-
felhalmozásának vadkapitalista
módszereket alkalmazó, sötét
korszakába.
A ’90-es évek végére kibonta­
kozó Gyurcsány-birodalom - a
köznyelv szerint Altus-birodalom
- egy olyan cég közreműködésé­
vel épült fel, amely valójában nem
létezett. A nem létező Nomentana
Pénzügyi Tanácsadó Kft. volt a
nem létező tulajdonosa annak az
Aldo Kft.-nek, amely főszerepet
játszott az állami vagyon Gyur-
csány-féle privatizációjában. A je­
lenlegi kormányfő 1993-1995 kö­
zött egy olyan társaság tulajdono­
sának és ügyvezetőjének adta ki
magát, amelyik nem létezett, azaz
illegálisan, fantomcégként műkö­
dött. A nem létező cég vezetője­
ként Gyurcsány hatósághoz be­
nyújtott okiratokat írt alá, szerző­
déseket kötött, taggyűléseken
képviselte a fantomcéget. Ezekkel
az okirat-hamisításokkal megté­
vesztette üzleti partnereit és a ha­
tóságokat is.
Lapunk számos Gyurcsány-
ügyletet derített fel, amelyekben
azóta már büntetőfeljelentések
születtek. Ez az ügy is megerősíti,
hogy a bűncselekménygyanús te­
vékenység nem kivételes ese­
ménynek számított a miniszterel­
nök vagyonfelhalmozása során.
[A FATTYÚ...]
Folytatás az 5. oldalon >",2006-01-18
144,"Izrael azt szeretné,ha Moszkva szigorúbb lenne Iránnal a nukleáris vitában.",2006-01-18
145,"Kampánycsörték futószalagon
A z M SZP elutasítja a járulékcsökkentést • Sólyom László holnap kiírja a választásokat
M u n k a t á r s u n k t ó l
E gy nap gondolkodási idő után
tegnap reagált az MSZP és a
miniszterelnök O r b á n  V i k t o r  Fi-
desz-elnök hétfői bejelentésére, mi­
szerint a Fidesz kormányra kerülése
esetén 10 százalékkal csökkentené a
társadalombiztosítási 
járulékot.
G y u r c s á n y  F e r e n c úgy látja, az in­
tézkedés 500 milliárd forintos bevé­
telkiesést okozna a költségvetésnek,
L e n d v a i  I l d i k ó frakcióvezető szerint
viszont ez az összeg 650 milliárd.
R o g á n  A n t a l , a Fidesz kampányfő­
nöke ellenben arra hívta fel a figyel­
met: az intézkedés hatására 120-
150 ezer új munkahely jönne létre,
tehát többen fizetnének járulékot,
valamint csökkenne az az összeg,
amelyet a munkanélküliek ellátása-
ra kell fordítani. Emlékeztett arra: a
polgári kormány idején egyszer
már 10 százalékkal csökkentették a
járulékokat, amelynek eredménye­
ként 230 ezer új állás keletkezett.
Tegnap is kiderült: az egykulcsos
adó kérdése élesen megosztja a kor­
mánypártokat.
Az MSZP tovább riogatott az
abortusz szigorításával. Gyurcsány
Ferenc azt állította: a Fidesz a
KDNP-vel kötött szövetség jegyé­
ben szigorítana a terhességmegsza­
kítást szabályozó törvényen. Az el­
lenzéki párt női tagozatának elnöke
viszont leszögezte: nem értenek
egyet az abortusz teljes tilalmával.
Tegnap elkészült a Fidesz vá­
lasztási programja, amelyet az el­
nökség még megvitat, egyes elemeit
pedig Orbán Viktor évértékelő or­
szágjárásának állomásain jelenti be.
Taktikai okokból a teljes programot
csak később hozzák nyilvánosságra.
Holnap hivatalosan is megkezdőd­
het a kampány, amikor S ó l y o m 
L á s z l ó államfő bejelenti az ország-
gyűlési választások időpontját.
Részletek a 3. oldalon",2006-01-18
146,"Mától ismét drágul a nagyfogyasztói gáz
F.r d ő s i C s a b a _________________________
M ától nyolc százalékkal emel­
kedik a nem háztartási fo­
gyasztók gáztarifája, vagyis szakítva
a szokásokkal, ezúttal nem a hónap
elejére vagy közepére, hanem janu­
ár tizennyolcadikára időzítette az év
elején „esedékes” gázáremelést a
gazdasági miniszter. A hatósági ta­
rifa drágulását a lakosság a lassan
három éve bevezetett kompenzáci­
ós rendszer miatt gyakorlatilag nem
érzékeli közvetlenül. Közvetetten
persze igen: a Magyar Kereskedelmi
és Iparkamara szerint az elmúlt egy
esztendő energiaár-emelései miatt
a vállalkozásokról a hazai fogyasz­
tókra átháruló költségemelkedés
összege 160-165 milliárd forint.
A mostani gázáremelés már a
negyedik a mögöttünk lévő tizenkét
hónapban. A drágulás mértéke eléri
a hatvan százalékot, ami egyrészt
nehéz helyzetbe hozza az energia-
igényes vállalkozásokat - pékeket,
kertészeket és építőanyag-gyártókat
-, másrészt tovább növeli az euró­
pai és a magyar energiaár-szerkezet
közötti különbséget. A kontinens
nagy részén a vállalkozások fizetnek
kevesebbet a gázért, s a lakosság
többet, nálunk fordított a helyzet.
[MAtói,...] Folytatás a 13. oldalon >",2006-01-18
147,"Újabb élő donoros műtétet terveznek
Zivkovics  N a t á l ia
Ú jabb kisgyermeknél vizsgál­
ják az élő donoros májátülte­
tés lehetőségét, ezúttal egy két év
körüli gyermeknél és édesanyjá­
nál tervezik a műtétet. A meglepő
bejelentést alig fél nappal azután
tette J á r a y 
l e n ó ' , a Semmelweis
Egyetem transzplantációs kliniká­
jának igazgatója, hogy meghalt az
a négyéves kislány, akin Magyar-
országon először végeztek ilyen
beavatkozást. A szerencsétlenül
végződött gyógyítási próbálkozás
többekben kételyeket ébresztett.
R á c z  J e n ő egészségügyi miniszter
azonban tegnap tájékoztatást kért
az elhunyt R e b e k a ellátásában és a
szervkeresésben részt vevőktől, és
mindent rendben talált. A szak­
tárca vezetője hozzátette: kétség
sem férhet hozzá, hogy az orvo­
sok, az ápolók és a szervezésben
részt vevők mindent megtettek a
kislány megmentéséért. Abban is
biztos, hogy a transzplantációs
klinikán megfelelő munkát vé­
geztek.
Rácz Jenő a mai kormányülé­
sen tájékoztatja G y u r c s á n y  F e r e n c 
miniszterelnököt az első, tragiku­
san végződött beavatkozásról.
Továbbiak a 17. oldalon",2006-01-18
148,"Kiszolgáltatva
Ugrásszerűen megnőtt hazánk
külföldi befektetőktől való füg­
gősége - derül ki Európa egyik
legnagyobb hitelminősítő inté­
zetének jelentéséből, amely
szerint a forintban kiadott
kormányadósságnak 30 száza­
léka van a külföldi befektetők
kezében, miközben 2000-ben
az adósságban még csak alig
több mint tízszázalékos volt a
külföldi befektetők részvétele.
A Fitch kimutatása szerint a
szűkebb feltörekvő térségben
Magyarországon messze a leg­
magasabb a külföldi befekte­
tők aránya. (Sz. E.)",2006-01-18
149,"Hiába hallgatóztak?
Terméketlen volt az Egyesült Álla­
mok Nemzetbiztonsági Ügy­
nökségének George Bush el­
nök által a terrorizmus elleni
harc jegyében engedélyezett
lehallgatótevékenysége a The
New York Times szerint. A
kémkedési program ellen két
polgárjogi szervezet is bírósági
keresetet nyújt be. A lapnak
nyilatkozó FBI-tisztségviselők
úgy vélték, hogy a lehallgatá­
sok többnyire értelmetlen be­
tolakodást jelentettek az ame­
rikaiak magánéletébe. (MTI)",2006-01-18
150,"Mesés jutalmak a repülőtér eladásáért
•   Szabó Eszter
Összesen  291  millió  forintnyi
jutalmat,  a  korábban  közölt
összegnél lényegesen többet fizetett
az ÁPV Rt. a Budapest Airport Rt.
privatizációjáért - derül ki a priva­
tizációs  ügynökség  lapunkhoz  el­
juttatott válaszleveléből, amely sze­
rint a BA Rt.-nél 275 millió forintot,
az ÁPV Rt.-nél pedig 16 millió fo­
rintot osztottak szét a Ferihegyi re­
pülőtér eladásáért. Az összeg több­
szöröse  annak,  amiről  V á g i   M á r ­
t o n ,  az ÁPV  Rt.  vezérigazgatója a
privatizációs  szerződés  aláírása
után  decemberben  tájékoztatást
adott, ekkor ugyanis még „csak” 25
személy öt-ötmillió  forintos jutal­
máról, azaz 125 millió forintról be­
szélt. A vagyonügynökségi tájékoz­
tató ugyan nem részletezi a prémi­
um  szétosztását,  lapunk  azonban
úgy tudja, hogy  H á r s k ú t i   J á n o s ,  a
BA Rt. volt vezérigazgatója rekord-
összegű, több tíz millió forintos ju­
talomban részesült.  O r a v e c z   P é t e r , 
az ÁPV Rt. szóvivője Hárskúti pré­
miumát  a  magánosítás  során  fel­
merült  „nagyon  sok  pluszfeladat-
tal” indokolta. Kérdéseket vet fel a
prémium  meghatározásának  ideje
is: a mostani tájékoztatás szerint er­
re a pályázatok értékelése előtt ke­
rült sor, azaz a privatizációs szerző­
dés decemberi  aláírásakor a juta­
lom összege már ismert volt.",2006-01-18
151,"Lendvai Ildikó tavaly ugyanazt mondta a járulékcsökkentésről, amit most a Fidesz.",2006-01-19
152,Az Európai Parlament bizottságot hozott létre a CIA-ügy kivizsgálására.,2006-01-19
153,"Visszavonják a tankönyveket
Lapunk írása után visszavonta
és újranyomja az Oktatási Mi­
nisztérium háttérintézménye
a szabad demokrata és szocia­
lista politikusokat -  heti élet­
ritmusuk, munkarendjük által
- népszerűsítő tankönyvet.
 Pál Gáror_________________
A tizennyolc oktatási intéz­
ményben tavaly ősz óta ter­
jesztett Felnőttszerepek című kí­
sérleti munkafüzetet beszedik a
gyerekektől és pedagógusoktól,
majd néhány héten belül korri­
gálják a hibát, s újra szétküldik
azokat az intézményekbe. Mint az
oktatási tárca felügyelete alatt
működő Sulinova Kht. az érintett
iskoláknak küldött levelében fo­
galmaz: az oktatási programcso­
mag Felnőttszerepek 
tanulói
munkafüzetébe „sajnálatos mó­
don hibás szöveg került. Az
Ahogy a testünkkel bánunk című
fejezet egyoldalú példaanyagot
tartalmaz, ezért ebben a formá­
ban nem szerencsés. Kérjük önö­
ket, szíveskedjenek intézkedni
arról, hogy a modul e fejezetének
tanítását a pedagógus kollégák
átmenetileg függesszék fel.”
A Sulinova részéről P a l a  K á ­
r o l y szakmai igazgató lapunk kér­
désére kifejtette: nem tudja meg­
mondani, mennyibe kerül az újra-
nyomtatás, kis tételről lesz szó,
amelyet a biztonsági tartalékból
tudnak fedezni. Hozzátette: a pia­
con nem terjeszthető tankönyvből
529 darab gyerekeknél, míg 23
példány tanároknál van, ezeket
kell begyűjteni.
[Korrigálják...]
Folytatás a 2. oldalon >",2006-01-19
154,"Hamis iratok futószalagon
G yurcsány-ügyek: p é n z a zsebbe, törvények a z ablakba! • A sem m ibe vett bíróság
M u n k a t á r s a in k t ó l
A 90-es évek rablókapitalista
időszakában a nem létező
Nomentana Kft. 
segítségével
G y u r c s á n y  F e r e n c h e z került Aldo
Kft. komoly vagyongyarapodás­
nak indult. Bekebelezte például a
korábban állami tulajdonban lévő
balatonszemesi villát, de a Minisz­
terelnöki Hivatal (MeH) futósza­
lagon kötötte az Aldóval az állami
tulajdonban lévő ingatlanok el­
adására vonatkozó szerződéseket.
A cikk elérkezik 1994-hez, amikor
a MeH és Gyurcsány érdekeltsége,
az Aldo tető alá hoz két olyan lí­
zingkonstrukciós ügyletet, ame­
lyek szakértőink egybehangzó állí­
tása szerint a magyarországi pri­
vatizáció talán leggátlástalanabb
és legsötétebb korszakát idézik.
Mindez oly módon valósulha­
tott meg, hogy a jelenlegi kor­
mányfő 1 9 9 3 - 1 9 9 5  között* egy
olyan cég tulajdonosának és ügy­
vezetőjének adta ki magát, ame­
lyik nem létezett, azaz illegálisan,
fantomcégként működött. A nem
létező cég vezetőjeként Gyurcsány
hatósághoz benyújtott okiratokat 
írt alá, szerződéseket kötött, tag- 
gyűléseken képviselte a fantomcé- 
get. Ezekkel az okirat-hamisítás- 
okkal megtévesztette üzleti part- 
nereit és a hatóságokat is.
Az Altus közleményt adott ki, 
a Miniszterelnöki Hivatal perrel 
fenyegetőzik, Gyurcsány Ferenc és
G á l J .  Z o l t á n pedig lapunktól vár­
ja, hogy pereljen, 
részletek a 4-5. o l d a l o n",2006-01-19
155,"Az államfő ma jelenti be az időpontot
K u l c s á r  A n n a
M a délelőtt  10  órakor a  Sán­
dor-palota  tükörtermében
S ó l y o m   L á s z l ó   köztársasági  elnök
bejelenti,  mikorra  tűzte  ki  az idei
országgyűlési  választások 
idő­
pontját.  Ezzel hivatalosan  is  meg­
kezdődik a választási kampány.
A képviselő-választást április 1-
je és május 31-e között kell megtar­
tani, de a voksolás nem történhet
ünnepnapokon vagy az ezeket köz­
vetlenül  megelőző  időpontokban.
Voksolni ugyanakkor hétköznap és
szombaton is lehetne. Országgyűlé­
si választás azonban a rendszervál­
tozás óta csak vasárnap volt. Szom­
bati napra az európai uniós tagsá­
gunkkal  kapcsolatos  népszavazást
tűzte ki a köztársasági elnök.
Az elmúlt hetek, hónapok talál­
gatásai kapcsán Sólyom László tu­
datta: van mozgástere a szavazás
napjának  meghatározásakor.  Eb­
ből  többen  arra  következtettek,
hogy esetében a rendhagyó meg­
oldást sem zárható ki - talán még
a hétköznap és a szombat sem.
[Eldördül...] Folytatás a 3. oldalon  >",2006-01-19
