token;ner
múlt;O
héten;O
jelent;O
meg;O
a;O
sajtóban;O
,;O
hogy;O
Andy;I-PER
Vajna;I-PER
kívánsága;O
miatt;O
módosítják;O
a;O
gyermekvédelmi;O
törvényt;O
.;O
;
A;O
hírek;O
szerint;O
egy;O
közeljövõben;O
esedékes;O
filmforgatás;O
miatt;O
kérte;O
Andy;I-PER
Vajna;I-PER
és;O
Havas;I-PER
Ágnes;I-PER
,;O
a;O
Magyar;I-ORG
Nemzeti;I-ORG
Filmalap;I-ORG
vezetõje;O
,;O
még;O
február;O
8?án;O
,;O
hogy;O
az;O
Emberi;I-ORG
Erõforrások;I-ORG
Minisztériuma;I-ORG
módosítson;O
egyes;O
gyermekvédelmi;O
szabályokon;O
.;O
;
Nem;O
a;O
gyermekek;O
védelmében;O
.;O
;
Érti;O
,;O
államtitkár;O
úr;O
?;O
;
Vajnáék;O
azt;O
szeretnék;O
,;O
hogy;O
a;O
kiskorúak;O
éjszakai;O
munkavégzését;O
engedélyezzék;O
az;O
éjszakai;O
filmforgatások;O
miatt;O
.;O
;
A;O
minisztériumban;O
el;O
is;O
készült;O
a;O
kiskorúak;O
foglalkoztatásának;O
gyámhatósági;O
engedélyezésével;O
kapcsolatos;O
jogszabály-módosítási;O
javaslata;O
.;O
;
E;O
szerint;O
például;O
,;O
ha;O
a;O
gyerek;O
szülei;O
nem;O
tudna;O
megegyezni;O
abban;O
,;O
hogy;O
a;O
gyerek;O
szerepeljen-e;O
a;O
filmben;O
vagy;O
sem;O
,;O
a;O
gyámhivatal;O
pótolja;O
a;O
hiányzó;O
szülõi;O
hozzájárulást;O
.;O
;
Államtitkár;O
Úr;O
!;O
;
Mi;O
a;O
fene;O
zajlik;O
itt;O
ebben;O
a;O
parlamentben;O
,;O
meg;O
az;O
önök;O
minisztériumában;O
?;O
!;O
;
Milyen;O
durván;O
akarnak;O
önök;O
a;O
családok;O
életébe;O
beavatkozni;O
?;O
;
A;O
jelenlegi;O
szabályok;O
szerint;O
fiatal;O
munkavállalót;O
,;O
aki;O
még;O
nincs;O
18;O
éves;O
,;O
este;O
tíz;O
és;O
reggel;O
hat;O
óra;O
között;O
nem;O
lehet;O
dolgoztatni;O
.;O
Államtitkár;O
Úr;O
!;O
;
Ön;O
szerint;O
is;O
rendben;O
van;O
ez;O
így;O
,;O
ugye;O
?;O
;
Míg;O
az;O
ombudsman;O
és;O
mi;O
magunk;O
is;O
számos;O
ügyben;O
kezdeményeztük;O
az;O
elmúlt;O
években;O
a;O
gyermekvédelmi;O
rendszer;O
felülvizsgálatát;O
és;O
javítását;O
,;O
több;O
esetben;O
a;O
gyermekotthonokban;O
történt;O
visszaélések;O
miatt;O
kérte;O
a;O
tárcát;O
a;O
megfelelõ;O
szabályozásra;O
az;O
ombudsman;O
.;O
;
Egy;O
vizsgálat;O
szerint;O
több;O
gyermekotthonban;O
jogsértõen;O
korlátozzák;O
a;O
gyerekek;O
személyi;O
szabadságát;O
.;O
;
Ehhez;O
képest;O
most;O
a;O
tárca;O
azon;O
munkálkodik;O
,;O
hogy;O
a;O
kiskorúak;O
éjszakai;O
filmforgatáson;O
való;O
munkáját;O
legálissá;O
tegye;O
Andy;I-PER
Vajna;I-PER
számára;O
.;O
;
Tehát;O
miközben;O
az;O
ombudsman;O
kéréseit;O
sorozatosan;O
,;O
évekig;O
figyelmen;O
kívül;O
hagyja;O
a;O
szociális;O
tárca;O
,;O
aközben;O
akár;O
napok;O
alatt;O
képes;O
elõkészíteni;O
egy;O
olyan;O
jogszabály-módosítást;O
,;O
amely;O
minden;O
bizonnyal;O
ellentétes;O
a;O
gyermekek;O
érdekeivel;O
.;O
;
(;O
Közbeszólás;O
az;O
MSZP;I-ORG
soraiból;O
:;O
Felháborító;O
!;O
);O
;
Balog;I-PER
Zoltán;I-PER
2014-ben;O
a;O
tárca;O
államtitkárainak;O
bemutatásánál;O
a;O
következõket;O
mondta;O
:;O
„;O
Nagyon;O
fontos;O
a;O
tárca;O
kereszténydemokrata;O
karaktere;O
?;O
ugye;O
,;O
államtitkár;O
úr;O
?;O
;
?;O
,;O
hogy;O
azok;O
az;O
ügyek;O
,;O
amelyek;O
itt;O
vannak;O
,;O
értékalapú;O
kormányzást;O
tegyenek;O
lehetõvé;O
.;O
;
Továbbra;O
is;O
stratégiai;O
cél;O
Magyarország;I-LOC
polgárai;O
,;O
közösségei;O
lelki;O
,;O
testi;O
egészségének;O
erõsítése;O
,;O
és;O
ehhez;O
hozzátartozik;O
a;O
családok;O
megerõsítése;O
.;O
	O;
;
Rétvári;I-PER
Bence;I-PER
a;O
ketrecharccal;O
kapcsolatban;O
az;O
alábbiakat;O
mondta;O
:;O
tûrhetetlennek;O
tartja;O
,;O
hogy;O
valakik;O
gyerekek;O
egészségét;O
veszélyeztetve;O
szerezzenek;O
anyagi;O
hasznot;O
.;O
;
Államtitkár;O
Úr;O
!;O
;
Az;O
elmúlt;O
hét;O
évben;O
bebizonyították;O
,;O
hogy;O
ha;O
fideszes;O
gazdasági;O
érdekekrõl;O
,;O
ha;O
fideszes;O
haverok;O
milliárdokhoz;O
való;O
juttatásáról;O
van;O
szó;O
,;O
önök;O
nem;O
ismernek;O
se;O
Istent;I-ORG
,;O
se;O
családot;O
,;O
se;O
hazát;O
,;O
államtitkár;O
úr;O
.;O
;
Erre;O
várom;O
a;O
válaszát;O
,;O
államtitkár;O
úr;O
,;O
hogy;O
ez;O
a;O
törvény;O
ugye;O
nem;O
fog;O
módosulni;O
,;O
és;O
a;O
gyermekek;O
jogait;O
nem;O
fogják;O
Andy;I-PER
Vajna;I-PER
kérésére;O
csorbítani;O
.;O
;
Köszönöm;O
szépen;O
,;O
elnök;O
úr;O
.;O
;
(;O
Taps;O
az;O
MSZP;I-ORG
soraiban;O
.;O
);O
;
SALLAI;I-PER
R.;I-PER
BENEDEK;I-PER
(;O
LMP;I-ORG
);O
:;O
Nincs;O
.;O
;
Köszönöm;O
a;O
szót;O
,;O
elnök;O
úr;O
.;O
;
Tisztelt;O
Országgyûlés;I-ORG
!;O
;
Tisztelt;O
Államtitkár;O
Úr;O
!;O
;
Köszönöm;O
szépen;O
a;O
felszólalás;O
lehetõségét;O
.;O
;
Köszönöm;O
szépen;O
,;O
hogy;O
Rétvári;I-PER
Bence;I-PER
államtitkár;O
úr;O
után;O
beszélek;O
";";O
õ;O
zöldségeket;O
beszélt;O
,;O
én;O
zöldségekrõl;O
beszélek;O
,;O
mégpedig;O
a;O
zöldségfogyasztásról;O
és;O
magyarországi;O
hátterérõl;O
.;O
;
A;O
Debreceni;I-ORG
Egyetemen;I-ORG
zajlott;O
kutatás;O
került;O
publikálásra;O
nemrég;O
,;O
ahol;O
teljesen;O
világosan;O
kiderült;O
,;O
hogy;O
a;O
hazai;O
zöldségágazat;O
?;O
beleértve;O
a;O
termesztett;O
gombát;O
is;O
?;O
az;O
EU-csatlakozás;O
utáni;O
idõszakban;O
évenként;O
1,8;O
,;O
illetve;O
2,1;O
millió;O
tonna;O
termést;O
adott;O
ki;O
,;O
és;O
ez;O
azóta;O
egy;O
folyamatosan;O
csökkenõ;O
tendenciát;O
mutat;O
.;O
;
Az;O
utóbbi;O
években;O
folyamatosan;O
csökkenõ;O
tendencia;O
mellett;O
2014-ben;O
,;O
2015-ben;O
tovább;O
romlott;O
ezek;O
magyarországi;O
termelésének;O
a;O
helyzete;O
,;O
és;O
azt;O
lehet;O
mondani;O
,;O
hogy;O
az;O
uniós;O
csatlakozás;O
utáni;O
idõszakra;O
nagyjából;O
Magyarországon;I-LOC
most;O
kétharmadnyi;O
,;O
mezõgazdaságból;O
kikerülõ;O
konzervnyersanyagra;O
és;O
zöldségnyersanyagra;O
tekinthetünk;O
.;O
;
A;O
magyar;O
zöldségpiac;O
összeomlott;O
.;O
;
Gyakorlatilag;O
folyamatosan;O
csökken;O
a;O
magyar;O
termékek;O
elõállítása;O
,;O
ennek;O
megfelelõen;O
a;O
magyar;O
polcokon;O
is;O
egyre;O
kevesebb;O
az;O
ilyen;O
termék;O
.;O
;
Ezt;O
nem;O
mi;O
állítjuk;O
,;O
hanem;O
a;O
Debreceni;I-ORG
Egyetem;I-ORG
kutatói;O
állítják;O
,;O
hiszen;O
gyakorlatilag;O
az;O
,;O
amirõl;O
nagyon;O
sokszor;O
sok;O
szó;O
esik;O
a;O
parlamentben;O
,;O
és;O
az;O
elmúlt;O
egy;O
hónapban;O
sok;O
szó;O
esett;O
,;O
az;O
élelmiszer-biztonság;O
és;O
az;O
élelmiszer-minõség;O
kérdése;O
,;O
jelentõs;O
részben;O
arra;O
vonatkozik;O
,;O
hogy;O
mi;O
kerül;O
az;O
állampolgárok;O
asztalára;O
.;O
;
Azért;O
érdekes;O
ez;O
,;O
mert;O
teljesen;O
világosan;O
ma;O
már;O
nagyon;O
sok;O
kutatás;O
alátámasztja;O
azt;O
,;O
hogy;O
összefüggés;O
van;O
a;O
zöldség;O
-;O
és;O
gyümölcsfogyasztás;O
és;O
általában;O
a;O
táplálkozáskultúra;O
és;O
a;O
korai;O
halálozás;O
között;O
.;O
;
Az;O
Imperial;I-ORG
College;I-ORG
nevezetû;O
brit;O
kutatóintézet;O
publikálta;O
azt;O
,;O
ahol;O
teljesen;O
párhuzamba;O
tudta;O
állítani;O
a;O
különbözõ;O
országok;O
zöldség;O
-;O
,;O
gyümölcsfogyasztási;O
kultúráját;O
a;O
rák;O
-;O
és;O
szívbetegségek;O
kockázatával;O
.;O
;
Magyarországon;I-LOC
hagyján;O
,;O
hogy;O
visszaesett;O
a;O
magyar;O
termelés;O
,;O
de;O
visszaesett;O
a;O
fogyasztás;O
is;O
.;O
;
Megközelítõleg;O
ez;O
azt;O
jelenti;O
,;O
hogy;O
a;O
fogyasztási;O
vonatkozásokban;O
Magyarországon;I-LOC
a;O
2000-es;O
személyenkénti;O
217;O
kilóhoz;O
képest;O
,;O
amit;O
zöldségbõl;O
,;O
gyümölcsbõl;O
fogyasztott;O
egy;O
állampolgár;O
,;O
2014;O
utánra;O
106;O
kiló;O
esett;O
,;O
kevesebb;O
,;O
mint;O
feleannyi;O
zöldséget;O
fogyasztunk;O
,;O
mint;O
2000-ben;O
.;O
;
Ez;O
azért;O
érdekes;O
,;O
mert;O
nyilvánvalóan;O
,;O
ha;O
élelmiszer-minõségrõl;O
és;O
élelmiszer-biztonságról;O
beszélünk;O
,;O
akkor;O
a;O
magyar;O
kormánynak;O
szükséges;O
szembesülnie;O
azzal;O
a;O
ténnyel;O
,;O
hogy;O
nem;O
elég;O
pusztán;O
külföldre;O
mutogatni;O
.;O
;
A;O
mai;O
nap;O
folyamán;O
a;O
Mezõgazdasági;O
bizottságban;O
volt;O
élményem;O
beszélgetni;O
az;O
élelmiszer-mi­nõ­ségrõl;O
a;O
fideszes;O
képviselõtársaimmal;O
,;O
és;O
nagy;O
meglepetésemre;O
egy;O
nagyon;O
hasznos;O
és;O
értékes;O
felkészülési;O
anyagot;O
kaptunk;O
(;O
A;O
kezében;O
tart;O
egy;O
iratot;O
.;O
;
);O
?;O
bocsánat;O
,;O
nem;O
akartam;O
szemléltetni;O
,;O
csak;O
nehogy;O
megharagudjon;O
,;O
elnök;O
úr;O
?;O
,;O
ez;O
a;O
kettõs;O
élelmiszer-minõségnek;O
a;O
visszatérõ;O
problémája;O
egyes;O
EU-országokban;O
.;O
;
2011;O
óta;O
vannak;O
benne;O
a;O
felkészülési;O
anyagokban;O
,;O
hogy;O
milyen;O
jellegû;O
élelmiszer-biztonsági;O
problémák;O
vannak;O
.;O
;
Ehhez;O
képest;O
a;O
Fidesz-KDNP;I-ORG
egészen;O
addig;O
tussolta;O
ezt;O
a;O
problémát;O
,;O
ameddig;O
a;O
szlovákok;O
elõ;O
nem;O
szedték;O
,;O
és;O
nem;O
lett;O
belõle;O
európai;O
uniós;O
probléma;O
.;O
;
Miután;O
a;O
szlovákoknak;O
elõjött;O
,;O
kiderült;O
,;O
hogy;O
Magyarország;I-LOC
már;O
jóformán;O
egy;O
éve;O
a;O
Nébihen;I-ORG
keresztül;O
kutatja;O
ezt;O
a;O
témát;O
";";O
IGAZ;O
,;O
hogy;O
elég;O
jelképesen;O
,;O
hiszen;O
minden;O
ezer;O
termékbõl;O
12;O
terméket;O
tud;O
megvizsgálni;O
,;O
és;O
úgy;O
kezd;O
el;O
rámutatni;O
arra;O
az;O
élelmiszer-biztonsági;O
és;O
élelmiszer-minõségi;O
problémára;O
,;O
ami;O
egyébként;O
06.máj;O
éve;O
mindenki;O
számára;O
teljesen;O
világos;O
és;O
tudunk;O
.;O
;
Most;O
az;O
a;O
kérdés;O
,;O
hogy;O
ha;O
a;O
magyar;O
termelés;O
és;O
a;O
magyar;O
élelmiszeripar;O
?;O
beleértve;O
a;O
magyar;O
konzervipart;O
?;O
összeomlott;O
a;O
miatt;O
a;O
rossz;O
termelési;O
struktúra;O
miatt;O
,;O
amit;O
a;O
Fidesz-KDNP;I-ORG
támogatáspolitikája;O
eredményezett;O
,;O
akkor;O
hogyan;O
akar;O
szembeszállni;O
a;O
Fidesz-KDNP;I-ORG
azzal;O
a;O
problémával;O
,;O
ami;O
ezen;O
a;O
területen;O
jelentkezik;O
.;O
;
Mondom;O
a;O
választ;O
:;O
sehogy;O
.;O
;
A;O
mai;O
napig;O
egyetlen;O
miniszterirendelet-módosítás;O
,;O
egyetlen;O
kormányrendelet;O
-;O
,;O
egyetlen;O
jogszabály;O
-;O
vagy;O
törvénymódosítás;O
nem;O
érkezett;O
se;O
a;O
Ház;O
elé;O
,;O
sem;O
pedig;O
sehova;O
máshova;O
,;O
a;O
miniszteri;O
elõterjesztésekbõl;O
nem;O
látszódik;O
a;O
Magyar;I-ORG
Közlönyben;I-ORG
,;O
hogy;O
ezzel;O
foglalkozott;O
volna;O
valaki;O
.;O
;
(;O
13.20;O
);O
Ezzel;O
szemben;O
a;O
mai;O
napon;O
,;O
amikor;O
a;O
Lehet;I-ORG
Más;I-ORG
a;I-ORG
Politika;I-ORG
,;O
megpróbálva;O
elvégezni;O
azt;O
a;O
munkát;O
,;O
amit;O
ezerfõnyi;O
stáb;O
nem;O
tud;O
megcsinálni;O
az;O
FM-ben;I-ORG
,;O
letesz;O
egy;O
országgyûlési;O
határozati;O
javaslatot;O
a;O
Mezõgazdasági;O
bizottság;O
elé;O
,;O
ezt;O
a;O
bizottság;O
nem;O
veszi;O
tárgysorozatba;O
,;O
mert;O
azt;O
mondja;O
,;O
hogy;O
nem;O
szükséges;O
jogszabályi;O
beavatkozás;O
azzal;O
kapcsolatban;O
,;O
hogy;O
Magyarországon;I-LOC
ezen;O
a;O
tendencián;O
változtassunk;O
.;O
;
(;O
Font;I-PER
Sándor;I-PER
:;O
Nem;O
ezt;O
mondtuk;O
!;O
);O
Tudom;O
,;O
azt;O
mondta;O
a;O
bizottság;O
,;O
hogy;O
a;O
„;O
Csányi;I-PER
Sándorok;I-PER
	O;
az;O
melléknév;O
.;O
;
Tehát;O
tudom;O
,;O
hogy;O
mit;O
mondott;O
,;O
csak;O
az;O
konkrétan;O
nem;O
volt;O
releváns;O
,;O
mert;O
nem;O
volt;O
melléknév;O
a;O
„;O
Csányi;I-PER
Sándorok;I-PER
	O;
,;O
csak;O
többes;O
számban;O
képzett;O
fõnév;O
,;O
de;O
ez;O
más;O
kérdés;O
.;O
;
Nyilvánvalóan;O
az;O
a;O
kérdés;O
,;O
mitõl;O
van;O
az;O
,;O
hogy;O
ha;O
az;O
MSZP-seket;O
letolják;O
,;O
akkor;O
Font;I-PER
Sándornak;I-PER
be;O
lehet;O
kiabálni;O
,;O
de;O
nem;O
tudja;O
,;O
mert;O
nem;O
hallotta;O
házelnök;O
úr;O
azért;O
,;O
mert;O
letolást;O
adott;O
az;O
elõbb;O
.;O
;
Tehát;O
nyilvánvalóan;O
az;O
a;O
kérdés;O
,;O
hogy;O
a;O
Fidesz-KDNP;I-ORG
,;O
illetve;O
a;O
kormány;O
tesz-e;O
konkrét;O
intézkedéseket;O
annak;O
érdekében;O
,;O
hogy;O
a;O
magyar;O
fogyasztók;O
asztalára;O
olyan;O
egészséges;O
élelmiszer;O
kerüljön;O
,;O
ami;O
egyben;O
erõsíti;O
a;O
magyar;O
mezõgazdaságot;O
,;O
a;O
magyar;O
agrárágazatot;O
,;O
és;O
lehetõséget;O
teremt;O
arra;O
,;O
hogy;O
a;O
több;O
mint;O
felére;O
csökkent;O
zöldségfogyasztási;O
rendszerünket;O
helyreállítsuk;O
,;O
és;O
jó;O
minõségû;O
magyar;O
élelmiszereket;O
juttassunk;O
a;O
magyar;O
fogyasztók;O
asztalára;O
.;O
;
Köszönöm;O
szépen;O
a;O
szót;O
,;O
elnök;O
úr;O
.;O
;
DR;O
.;O
VEJKEY;I-PER
IMRE;I-PER
(;O
KDNP;I-ORG
);O
:;O
Tisztelt;O
elnök;O
úr;O
,;O
köszönöm;O
a;O
szót;O
.;O
;
Tisztelt;I-PER
Ház;I-PER
!;O
;
Tisztelt;O
Képviselõtársaim;O
!;O
;
A;O
kommunisták;O
és;O
a;O
zöldek;O
2017.;O
március;O
13?án;O
kezdeményezték;O
Brüsszelben;I-LOC
az;O
Európai;I-ORG
Bizottság;I-ORG
elõtt;O
a;O
magyar;O
jogi;O
határzár;O
uniós;O
felülvizsgálatát;O
.;O
;
Ezzel;O
egyidejûleg;O
a;O
görög;O
és;O
a;O
bolgár;O
uniós;O
biztosok;O
a;O
magyar;O
uniós;O
támogatás;O
megvonásával;O
fenyegették;O
meg;O
hazánkat;O
arra;O
az;O
esetre;O
,;O
ha;O
nem;O
változtatunk;O
a;O
migrációs;O
politikánkon;O
,;O
vagyis;O
ha;O
nem;O
engedjük;O
be;O
az;O
illegális;O
bevándorlókat;O
.;O
;
Másnap;O
,;O
vagyis;O
2017.;O
március;O
14-én;O
a;O
strasbourgi;O
Emberi;I-ORG
Jogi;I-ORG
Bíróság;I-ORG
elmarasztalta;O
Magyarországot;I-LOC
két;O
bangladesi;O
férfi;O
ügyében;O
,;O
akiket;O
a;O
magyar;O
migrációs;O
politika;O
fõ;O
támadójaként;O
a;O
minden;O
ez;O
irányú;O
fórumon;O
megjelenõ;O
Magyar;I-ORG
Helsinki;I-ORG
Bizottság;I-ORG
képviselt;O
hazánkkal;O
szemben;O
.;O
;
Tisztelt;I-PER
Hölgyeim;I-PER
és;O
Uraim;I-LOC
!;O
;
Bennünket;O
meszeltek;O
el;O
,;O
akik;O
betartjuk;O
a;O
jogszabályokat;O
.;O
;
Tisztelt;I-PER
Hölgyim;I-PER
és;O
Uraim;I-LOC
!;O
;
Engedjenek;O
meg;O
egy;O
idevágó;O
idézetet;O
a;O
második;O
vatikáni;O
zsinat;O
„;O
Gaudium;I-PER
et;O
spes;O
	O;
,;O
„;O
Öröm;O
és;O
reménység;O
	O;
kezdetû;O
lelkipásztori;O
enciklikájából;O
:;O
„;O
A;O
jövõ;O
azoké;O
,;O
akik;O
a;O
ma;O
élõ;O
generációk;O
számára;O
képesek;O
megadni;O
az;O
értelmet;O
és;O
a;O
reményt;O
.;O
	O;
;
A;O
jövõ;O
tehát;O
miénk;O
,;O
magyaroké;O
,;O
mert;O
mi;O
évszázadok;O
vívmányaiként;O
a;O
keresztény-keresztyén;O
gyökerekbõl;O
szervesen;O
kifejlõdött;O
emberi;O
méltóságot;O
és;O
szabadságot;O
képviseljük;O
,;O
nem;O
pedig;O
csak;O
a;O
globális;O
hatalom;O
és;O
táskahordozói;O
által;O
kitalált;O
,;O
vélt;O
vezérlõcsillagot;O
,;O
amely;O
az;O
általuk;O
ígért;O
korlátlan;O
emberi;O
szabadság;O
helyett;O
egyre;O
inkább;O
csak;O
szorongást;O
és;O
reménytelenséget;O
hoz;O
.;O
;
A;O
jövõ;O
tehát;O
a;O
miénk;O
,;O
magyaroké;O
,;O
és;O
nem;O
Brüsszelé;I-LOC
vagy;O
Strasbourgé;I-LOC
(;O
Kunhalmi;I-PER
Ágnes;I-PER
:;O
Vagy;I-PER
Putyiné;I-PER
!;O
);O
,;O
amely;O
a;O
proletárdiktatúra;O
lenini;O
útját;O
járva;O
a;O
globális;O
diktatúra;O
érdekeit;O
képviseli;O
.;O
;
Õk;O
tehát;O
azok;O
,;O
akik;O
el;O
akarják;O
hallgattatni;O
az;O
emberek;O
elõl;O
,;O
amit;O
a;O
szívük;O
mélye;O
sugall;O
.;O
;
Õk;O
azok;O
,;O
akik;O
szégyenletes;O
döntéseket;O
hoznak;O
,;O
zsarolva;O
ezzel;O
szabad;O
nemzeteket;O
.;O
;
Õk;O
azok;O
,;O
akik;O
Jézust;I-PER
csak;O
egy;O
politikai;O
fölszabadítónak;O
tekintik;O
,;O
aki;O
rajtavesztett;O
.;O
;
Õk;O
azok;O
,;O
akik;O
rommezõvé;O
változtatták;O
az;O
európai;O
szellem;O
színterét;O
.;O
;
Õk;O
azok;O
,;O
akik;O
a;O
humanizmust;O
mint;O
kifejezetten;O
az;O
egyes;O
emberre;O
fókuszáló;O
központi;O
világnézetet;O
abba;O
a;O
torz;O
irányba;O
vitték;O
,;O
hogy;O
az;O
erõs;O
egyének;O
valósítsák;O
meg;O
vágyaikat;O
,;O
melynek;O
érdekében;O
a;O
többi;O
ember;O
mind;O
csak;O
használnivaló;O
,;O
a;O
használat;O
után;O
pedig;O
eldobandó;O
.;O
;
A;O
fenti;O
felfogás;O
elburjánzása;O
végül;O
Nyugaton;I-LOC
odavezetett;O
,;O
hogy;O
az;O
emberek;O
,;O
az;O
emberek;O
többsége;O
lassan;O
már;O
azt;O
sem;O
tudja;O
,;O
mit;O
jelent;O
számára;O
egy;O
másik;O
ember;O
,;O
továbbá;O
nem;O
akarja;O
elviselni;O
a;O
férfi;O
és;O
nõ;O
misztériumát;O
.;O
;
(;O
13.30;O
);O
Õk;O
azok;O
,;O
akik;O
a;O
2000;O
éve;O
ránk;O
hagyott;O
szellemi;O
végrendelet;O
elleni;O
totális;O
támadást;O
megindították;O
,;O
és;O
ellenünk;O
fenntartották;O
.;O
;
Meg;O
kell;O
tehát;O
állítani;O
õket;O
!;O
;
Tisztelt;I-PER
Hölgyeim;I-PER
és;O
Uraim;I-LOC
!;O
;
A;O
strasbourgi;O
döntés;O
tûrhetetlen;O
túlterjeszkedése;O
az;O
Emberi;I-ORG
Jogok;I-ORG
Európai;I-ORG
Bíróságának;I-ORG
,;O
mert;O
kiterjesztett;O
értelmezésével;O
a;O
lehetõ;O
legmélyebben;O
sérti;O
Magyarország;I-LOC
mint;O
szuverén;O
állam;O
kompetenciáit;O
.;O
;
A;O
strasbourgi;O
ítélet;O
mögött;O
a;O
globális;O
hatalmi;O
erõk;O
és;O
csoportok;O
érdekei;O
húzódnak;O
meg;O
,;O
végsõ;O
soron;O
pedig;O
az;O
európai;O
egyesült;O
államok;O
terve;O
,;O
amelynek;O
fõ;O
gátját;O
az;O
európai;O
õshonos;O
lakosság;O
erõs;O
nemzeti;O
identitásában;O
látják;O
,;O
amelyet;O
mesterségesen;O
akarnak;O
az;O
euráb;O
fajjal;O
feloldani;O
.;O
;
Napjainkra;O
tehát;O
oda;O
jutottunk;O
,;O
hogy;O
mindezek;O
érdekében;O
a;O
strasbourgi;O
bíróság;O
már;O
nem;O
titkoltan;O
,;O
hanem;O
nyíltan;O
,;O
az;O
alávetést;O
elismerõ;O
államokkal;O
szemben;O
önálló;O
szuverénként;O
lép;O
fel;O
.;O
;
Ez;O
tûrhetetlen;O
.;O
;
Strasbourg;I-LOC
belegyalogolt;O
a;O
magyar;O
szuverenitásba;O
.;O
;
Ezért;O
itt;O
az;O
idõ;O
,;O
hogy;O
elgondolkodjunk;O
magáról;O
az;O
emberi;O
jogi;O
egyezménynek;O
való;O
alávetés;O
felbontásáról;O
,;O
vagy;O
legalább;O
arról;O
,;O
hogy;O
az;O
egyezmény;O
bizonyos;O
pontjait;O
felfüggesszük;O
.;O
;
Köszönöm;O
megtisztelõ;O
figyelmüket;O
.;O
;
(;O
Taps;O
a;O
kormánypárti;O
padsorokban;O
.;O
);O
;
VOLNER;I-PER
JÁNOS;I-PER
(;O
Jobbik;I-PER
);O
:;O
Köszönöm;O
,;O
elnök;O
úr;O
.;O
;
Tisztelt;O
Képviselõtársaim;O
!;O
;
Egyet;O
tudhatunk;O
biztosan;O
:;O
különbözõ;O
korrupciókutató;O
szervezetek;O
jelentései;O
szerint;O
Magyarországon;I-LOC
évente;O
400;O
milliárd;O
forintot;O
lopnak;O
el;O
korrupciós;O
ügyletek;O
kapcsán;O
,;O
évente;O
ennyire;O
rúg;O
az;O
az;O
összeg;O
,;O
ami;O
kézen-közön;O
,;O
elsõsorban;O
a;O
közbeszerzési;O
rendszeren;O
és;O
másodsorban;O
az;O
európai;O
uniós;O
források;O
rendszerén;O
keresztül;O
eltûnik;O
.;O
;
Ez;O
csak;O
a;O
közvetlen;O
kár;O
,;O
a;O
közvetett;O
károk;O
ebben;O
még;O
nincsenek;O
benne;O
.;O
;
Mi;O
az;O
,;O
amivel;O
szembesülhet;O
bárki;O
,;O
aki;O
naponta;O
olvassa;O
az;O
újságokat;O
,;O
hallgatja;O
a;O
rádiót;O
,;O
nézi;O
a;O
tévét;O
?;O
;
Egyet;O
lehet;O
látni;O
:;O
Magyarországon;I-LOC
azok;O
gyarapodnak;O
a;O
leggyorsabban;O
,;O
akik;O
a;O
kormánypárttal;O
és;O
magával;O
a;O
miniszterelnök;O
úrral;O
is;O
jó;O
kapcsolatot;O
ápolnak;O
.;O
;
Kétezer-ötszázszorosára;O
növelte;O
Mészáros;I-PER
Lõrinc;I-PER
azóta;O
a;O
vagyonát;O
,;O
amióta;O
Orbán;I-PER
Viktorral;I-PER
jóvá;O
fûzte;O
a;O
kapcsolatát;O
,;O
amióta;O
szoros;O
a;O
viszonyuk;O
.;O
;
Garancsi;I-PER
Tibor;I-PER
hasonló;O
pályát;O
fut;O
be;O
.;O
;
Andy;I-PER
Vajnáról;I-PER
többször;O
is;O
gondoskodott;O
a;O
kormánypárti;O
frakció;O
,;O
ilyen;O
módon;O
is;O
pénzt;O
juttatva;O
a;O
kaszinómilliárdosnak;O
.;O
;
Fontos;O
látni;O
azonban;O
azt;O
,;O
hogy;O
nem;O
kis;O
részben;O
fideszes;O
parlamenti;O
segítséggel;O
a;O
korrupciót;O
a;O
kormány;O
törvényessé;O
tette;O
,;O
törvényekkel;O
gondoskodott;O
arról;O
,;O
hogy;O
a;O
baráti;O
vállalkozókat;O
ilyen;O
módon;O
megsegíthessék;O
.;O
;
Annak;O
érdekében;O
,;O
hogy;O
amit;O
nem;O
lehet;O
elszámoltatással;O
visszaszerezni;O
,;O
mégiscsak;O
bekerüljön;O
az;O
államkasszába;O
,;O
az;O
adórendszeren;O
belül;O
kell;O
megoldást;O
találni;O
,;O
de;O
fontos;O
az;O
,;O
hogy;O
amit;O
lehet;O
,;O
elszámoltatással;O
kell;O
elsõsorban;O
visszaszerezni;O
.;O
;
Hogyan;O
kell;O
átalakítani;O
a;O
Jobbik;I-ORG
véleménye;O
szerint;O
az;O
adórendszert;O
?;O
Errõl;O
beszélt;O
Vona;I-PER
Gábor;I-PER
a;O
Vona18;I-MISC
adásában;O
.;O
;
Vona;I-PER
Gábor;I-PER
minden;O
hó;O
18-án;O
elmondja;O
azt;O
,;O
hogy;O
a;O
Jobbik;O
kormányra;O
kerülve;O
2018-ban;O
milyen;O
intézkedéseket;O
fog;O
tenni;O
,;O
gyakorlatilag;O
egy-egy;O
új;O
programpontot;O
jelent;O
be;O
a;O
közvélemény;O
számára;O
.;O
;
Megfogalmaztuk;O
,;O
hogy;O
be;O
kell;O
vezetni;O
Magyarországon;I-LOC
a;O
földesúradót;O
,;O
azaz;O
azt;O
az;O
adófajtát;O
,;O
ami;O
a;O
politikából;O
